,u,i,ts,label,idx
10973,1765,2023,51750000.0,0.0,10974
10974,6,1961,51750000.0,0.0,10975
10975,2104,2103,51750000.0,0.0,10976
10976,2023,1765,51750000.0,0.0,10977
10977,1936,2105,51836400.0,0.0,10978
10978,2106,2043,51836400.0,0.0,10979
10979,1946,1528,51836400.0,0.0,10980
10980,1946,1936,51836400.0,0.0,10981
10981,621,1528,51836400.0,0.0,10982
10982,1528,1946,51836400.0,0.0,10983
10983,2043,19,51836400.0,0.0,10984
10984,1869,1599,51836400.0,0.0,10985
10985,2105,1936,51836400.0,0.0,10986
10986,1765,1247,51836400.0,0.0,10987
10987,6,2050,51836400.0,0.0,10988
10988,1765,1101,51922800.0,0.0,10989
10989,2061,499,51922800.0,0.0,10990
10990,1571,2063,51922800.0,0.0,10991
10991,1946,1465,51922800.0,0.0,10992
10992,460,1847,51922800.0,0.0,10993
10993,1995,2,51922800.0,1.0,10994
10994,1465,1946,51922800.0,0.0,10995
10995,2063,1571,51922800.0,0.0,10996
10996,2043,2106,51922800.0,0.0,10997
10997,499,2061,51922800.0,0.0,10998
10998,1101,1765,51922800.0,0.0,10999
10999,2107,19,51922800.0,0.0,11000
11000,499,1855,51922800.0,0.0,11001
11001,2104,1523,51922800.0,0.0,11002
11002,1991,1946,51922800.0,0.0,11003
11003,1855,499,51922800.0,0.0,11004
11004,1663,1936,51922800.0,0.0,11005
11005,840,1822,52009200.0,0.0,11006
11006,2029,2063,52009200.0,0.0,11007
11007,2037,2108,52009200.0,0.0,11008
11008,1701,2038,52009200.0,0.0,11009
11009,1765,1835,52009200.0,0.0,11010
11010,1822,840,52009200.0,0.0,11011
11011,2023,2061,52009200.0,0.0,11012
11012,2108,2037,52009200.0,0.0,11013
11013,1528,1493,52009200.0,0.0,11014
11014,1293,2092,52009200.0,0.0,11015
11015,1493,1528,52009200.0,0.0,11016
11016,2037,2109,52009200.0,0.0,11017
11017,2025,616,52009200.0,0.0,11018
11018,873,1439,52009200.0,0.0,11019
11019,840,1437,52009200.0,0.0,11020
11020,2110,1528,52009200.0,0.0,11021
11021,2111,1293,52009200.0,0.0,11022
11022,1946,2080,52009200.0,0.0,11023
11023,1625,1388,52009200.0,0.0,11024
11024,1596,1913,52009200.0,0.0,11025
11025,2061,2023,52009200.0,0.0,11026
11026,2109,2037,52009200.0,0.0,11027
11027,2043,1913,52009200.0,0.0,11028
11028,2025,1765,52009200.0,0.0,11029
11029,1913,2043,52009200.0,0.0,11030
11030,1913,94,52009200.0,0.0,11031
11031,2112,2103,52009200.0,0.0,11032
11032,2113,1765,52009200.0,0.0,11033
11033,1835,1765,52009200.0,0.0,11034
11034,1528,2110,52009200.0,0.0,11035
11035,1437,840,52009200.0,0.0,11036
11036,6,1903,52009200.0,0.0,11037
11037,1903,6,52009200.0,0.0,11038
11038,1736,1227,52095600.0,0.0,11039
11039,2080,1946,52095600.0,0.0,11040
11040,1869,1751,52095600.0,0.0,11041
11041,270,1936,52095600.0,0.0,11042
11042,1227,1736,52095600.0,0.0,11043
11043,1247,1985,52095600.0,0.0,11044
11044,6,499,52095600.0,0.0,11045
11045,1736,2114,52095600.0,0.0,11046
11046,1946,1985,52095600.0,0.0,11047
11047,1985,1946,52095600.0,0.0,11048
11048,1689,1306,52095600.0,0.0,11049
11049,1306,1689,52095600.0,0.0,11050
11050,2082,840,52095600.0,0.0,11051
11051,12,19,52095600.0,0.0,11052
11052,499,6,52095600.0,0.0,11053
11053,1618,1932,52095600.0,0.0,11054
11054,1619,1932,52095600.0,0.0,11055
11055,1430,1932,52095600.0,0.0,11056
11056,834,1932,52095600.0,0.0,11057
11057,1633,1672,52095600.0,0.0,11058
11058,1523,2104,52095600.0,0.0,11059
11059,1985,1247,52095600.0,0.0,11060
11060,1996,1985,52095600.0,0.0,11061
11061,1985,1996,52095600.0,0.0,11062
11062,1306,186,52095600.0,0.0,11063
11063,840,2082,52095600.0,0.0,11064
11064,2092,1581,52095600.0,0.0,11065
11065,1581,2092,52095600.0,0.0,11066
11066,2107,1306,52095600.0,0.0,11067
11067,6,2115,52182000.0,0.0,11068
11068,2116,19,52182000.0,0.0,11069
11069,2063,1701,52182000.0,0.0,11070
11070,1358,1227,52182000.0,0.0,11071
11071,1701,2063,52182000.0,0.0,11072
11072,1358,873,52182000.0,0.0,11073
11073,840,1835,52182000.0,0.0,11074
11074,1835,840,52182000.0,0.0,11075
11075,2,1227,52182000.0,0.0,11076
11076,1412,2063,52182000.0,0.0,11077
11077,2063,1412,52182000.0,0.0,11078
11078,1358,367,52182000.0,0.0,11079
11079,2115,6,52182000.0,0.0,11080
11080,260,2080,52182000.0,0.0,11081
11081,19,2116,52182000.0,0.0,11082
11082,1749,2103,52182000.0,0.0,11083
11083,2025,2113,52182000.0,0.0,11084
11084,1689,2063,52182000.0,0.0,11085
11085,2113,2025,52182000.0,0.0,11086
11086,2103,2063,52182000.0,0.0,11087
11087,2025,1997,52182000.0,0.0,11088
11088,2063,2103,52182000.0,0.0,11089
11089,1388,873,52268400.0,0.0,11090
11090,2117,211,52268400.0,0.0,11091
11091,253,1701,52268400.0,0.0,11092
11092,1689,6,52268400.0,0.0,11093
11093,6,1689,52268400.0,0.0,11094
11094,260,1358,52268400.0,0.0,11095
11095,2118,2103,52268400.0,0.0,11096
11096,1887,1280,52268400.0,0.0,11097
11097,1967,1388,52268400.0,0.0,11098
11098,2119,2068,52268400.0,0.0,11099
11099,873,1388,52268400.0,0.0,11100
11100,2103,2118,52268400.0,0.0,11101
11101,2068,2119,52268400.0,0.0,11102
11102,460,1976,52268400.0,0.0,11103
11103,1945,1913,52268400.0,0.0,11104
11104,2110,2024,52268400.0,0.0,11105
11105,2024,2110,52268400.0,0.0,11106
11106,211,2117,52268400.0,0.0,11107
11107,873,1701,52268400.0,0.0,11108
11108,2120,1936,52268400.0,0.0,11109
11109,1956,1528,52268400.0,0.0,11110
11110,1701,253,52268400.0,0.0,11111
11111,2063,1689,52268400.0,0.0,11112
11112,1528,1956,52268400.0,0.0,11113
11113,460,1596,52268400.0,0.0,11114
11114,2063,1936,52354800.0,0.0,11115
11115,460,407,52354800.0,0.0,11116
11116,1749,1785,52354800.0,0.0,11117
11117,6,1869,52354800.0,0.0,11118
11118,840,1842,52354800.0,0.0,11119
11119,2121,873,52354800.0,0.0,11120
11120,1869,6,52354800.0,0.0,11121
11121,1842,840,52354800.0,0.0,11122
11122,335,1247,52354800.0,0.0,11123
11123,2110,2063,52354800.0,0.0,11124
11124,2063,2029,52354800.0,0.0,11125
11125,367,1358,52354800.0,0.0,11126
11126,128,1482,52354800.0,0.0,11127
11127,186,1306,52354800.0,0.0,11128
11128,1229,367,52354800.0,0.0,11129
11129,2063,2110,52354800.0,0.0,11130
11130,29,458,52441200.0,0.0,11131
11131,1932,2074,52441200.0,0.0,11132
11132,416,1099,52441200.0,0.0,11133
11133,1247,416,52441200.0,0.0,11134
11134,2063,1808,52441200.0,0.0,11135
11135,2074,1932,52441200.0,0.0,11136
11136,1808,2063,52441200.0,0.0,11137
11137,367,1229,52441200.0,0.0,11138
11138,1099,416,52441200.0,0.0,11139
11139,1582,1926,52441200.0,0.0,11140
11140,1926,1582,52441200.0,0.0,11141
11141,2122,434,52527600.0,1.0,11142
11142,62,2099,52527600.0,0.0,11143
11143,2063,1306,52527600.0,0.0,11144
11144,840,873,52527600.0,0.0,11145
11145,1582,1785,52527600.0,0.0,11146
11146,1785,1582,52527600.0,0.0,11147
11147,1991,2063,52527600.0,0.0,11148
11148,62,1247,52527600.0,0.0,11149
11149,18,1949,52527600.0,0.0,11150
11150,2063,1247,52527600.0,0.0,11151
11151,2099,1229,52527600.0,0.0,11152
11152,1388,2080,52527600.0,0.0,11153
11153,1949,18,52527600.0,0.0,11154
11154,1229,2099,52527600.0,0.0,11155
11155,456,2103,52527600.0,0.0,11156
11156,1765,6,52614000.0,0.0,11157
11157,1736,1756,52614000.0,0.0,11158
11158,1640,296,52614000.0,0.0,11159
11159,1640,1765,52614000.0,0.0,11160
11160,1490,2123,52614000.0,0.0,11161
11161,686,1913,52614000.0,0.0,11162
11162,2063,2038,52614000.0,0.0,11163
11163,296,1640,52614000.0,0.0,11164
11164,2029,211,52614000.0,0.0,11165
11165,1964,638,52614000.0,0.0,11166
11166,1765,1640,52614000.0,0.0,11167
11167,2037,2023,52614000.0,0.0,11168
11168,1964,1542,52614000.0,0.0,11169
11169,1851,2068,52614000.0,0.0,11170
11170,2068,1851,52614000.0,0.0,11171
11171,460,2123,52614000.0,0.0,11172
11172,2023,2037,52614000.0,0.0,11173
11173,2043,960,52614000.0,0.0,11174
11174,2103,456,52614000.0,0.0,11175
11175,2124,2063,52614000.0,0.0,11176
11176,2063,2124,52614000.0,0.0,11177
11177,2119,2085,52614000.0,0.0,11178
11178,2125,2074,52614000.0,0.0,11179
11179,1542,1964,52614000.0,0.0,11180
11180,960,2043,52614000.0,0.0,11181
11181,1756,1736,52614000.0,0.0,11182
11182,1913,686,52614000.0,0.0,11183
11183,2038,2063,52614000.0,0.0,11184
11184,1967,1869,52700400.0,0.0,11185
11185,2126,2104,52700400.0,0.0,11186
11186,1869,1967,52700400.0,0.0,11187
11187,2104,253,52700400.0,0.0,11188
11188,2074,2125,52700400.0,0.0,11189
11189,1646,1640,52700400.0,0.0,11190
11190,1701,1736,52700400.0,0.0,11191
11191,2074,2025,52700400.0,0.0,11192
11192,13,2063,52700400.0,0.0,11193
11193,2080,873,52700400.0,0.0,11194
11194,2127,873,52700400.0,0.0,11195
11195,6,1765,52700400.0,0.0,11196
11196,2063,13,52700400.0,0.0,11197
11197,2025,2074,52700400.0,0.0,11198
11198,1997,2025,52700400.0,0.0,11199
11199,873,2127,52700400.0,0.0,11200
11200,1640,1646,52700400.0,0.0,11201
11201,1736,1701,52700400.0,0.0,11202
11202,1956,1582,52786800.0,0.0,11203
11203,1805,1596,52786800.0,0.0,11204
11204,211,751,52786800.0,0.0,11205
11205,1749,985,52786800.0,0.0,11206
11206,1756,2128,52786800.0,0.0,11207
11207,880,1684,52786800.0,0.0,11208
11208,1596,985,52786800.0,0.0,11209
11209,2128,1756,52786800.0,0.0,11210
11210,2119,211,52786800.0,0.0,11211
11211,2114,2129,52786800.0,0.0,11212
11212,2114,211,52786800.0,0.0,11213
11213,128,1293,52786800.0,0.0,11214
11214,1582,1956,52786800.0,0.0,11215
11215,2129,2114,52786800.0,0.0,11216
11216,751,211,52786800.0,0.0,11217
11217,211,1582,52873200.0,0.0,11218
11218,1997,18,52873200.0,0.0,11219
11219,873,1805,52873200.0,0.0,11220
11220,1665,1964,52873200.0,0.0,11221
11221,1923,2130,52873200.0,0.0,11222
11222,2104,1308,52873200.0,0.0,11223
11223,2025,1991,52873200.0,0.0,11224
11224,1805,873,52873200.0,0.0,11225
11225,1964,1439,52873200.0,0.0,11226
11226,1582,211,52873200.0,0.0,11227
11227,1453,2118,52873200.0,1.0,11228
11228,1439,1964,52873200.0,0.0,11229
11229,1669,1653,52959600.0,0.0,11230
11230,1956,2121,52959600.0,0.0,11231
11231,499,1719,52959600.0,0.0,11232
11232,751,2131,52959600.0,0.0,11233
11233,2131,463,52959600.0,0.0,11234
11234,2080,2127,52959600.0,0.0,11235
11235,1949,1101,52959600.0,0.0,11236
11236,2121,1956,52959600.0,0.0,11237
11237,1964,2121,52959600.0,0.0,11238
11238,2121,1964,52959600.0,0.0,11239
11239,2131,751,52959600.0,0.0,11240
11240,2127,2080,52959600.0,0.0,11241
11241,463,456,52959600.0,0.0,11242
11242,2132,1167,52959600.0,0.0,11243
11243,1835,1964,52959600.0,0.0,11244
11244,463,2131,52959600.0,0.0,11245
11245,1944,2080,52959600.0,0.0,11246
11246,2126,2061,52959600.0,0.0,11247
11247,1956,211,52959600.0,0.0,11248
11248,2025,1835,52959600.0,0.0,11249
11249,2133,2013,52959600.0,0.0,11250
11250,1805,1765,52959600.0,0.0,11251
11251,873,2131,52959600.0,0.0,11252
11252,460,2080,52959600.0,0.0,11253
11253,1991,1190,52959600.0,0.0,11254
11254,1835,2025,52959600.0,0.0,11255
11255,2126,1899,52959600.0,0.0,11256
11256,2131,1778,52959600.0,0.0,11257
11257,2131,873,52959600.0,0.0,11258
11258,456,463,52959600.0,0.0,11259
11259,1778,2131,52959600.0,0.0,11260
11260,2080,1944,52959600.0,0.0,11261
11261,1190,1991,52959600.0,0.0,11262
11262,1127,2043,52959600.0,0.0,11263
11263,2131,1805,52959600.0,0.0,11264
11264,840,1899,53046000.0,0.0,11265
11265,19,2134,53046000.0,0.0,11266
11266,2126,1227,53046000.0,0.0,11267
11267,2118,1749,53046000.0,0.0,11268
11268,2063,2025,53046000.0,0.0,11269
11269,1229,1749,53046000.0,0.0,11270
11270,211,1736,53046000.0,0.0,11271
11271,4,1932,53046000.0,0.0,11272
11272,1932,4,53046000.0,0.0,11273
11273,1467,1964,53046000.0,0.0,11274
11274,29,18,53046000.0,0.0,11275
11275,1899,1869,53046000.0,0.0,11276
11276,2013,1892,53046000.0,0.0,11277
11277,2134,19,53046000.0,0.0,11278
11278,2135,62,53046000.0,0.0,11279
11279,1892,2013,53046000.0,0.0,11280
11280,1719,2025,53046000.0,0.0,11281
11281,1736,211,53046000.0,0.0,11282
11282,1899,840,53046000.0,0.0,11283
11283,2092,2080,53046000.0,0.0,11284
11284,30,1951,53046000.0,1.0,11285
11285,2131,1979,53046000.0,0.0,11286
11286,211,2136,53046000.0,0.0,11287
11287,2025,2063,53046000.0,0.0,11288
11288,2025,1719,53046000.0,0.0,11289
11289,2136,211,53046000.0,0.0,11290
11290,1751,1951,53046000.0,1.0,11291
11291,2080,2092,53046000.0,0.0,11292
11292,2043,1127,53132400.0,0.0,11293
11293,2123,1127,53132400.0,0.0,11294
11294,2137,2117,53132400.0,0.0,11295
11295,893,2138,53132400.0,0.0,11296
11296,1127,2123,53132400.0,0.0,11297
11297,2126,1308,53132400.0,0.0,11298
11298,2013,1115,53132400.0,0.0,11299
11299,2117,2137,53132400.0,0.0,11300
11300,1115,2080,53132400.0,0.0,11301
11301,2138,893,53132400.0,0.0,11302
11302,89,1964,53132400.0,0.0,11303
11303,1582,1701,53132400.0,0.0,11304
11304,1534,1964,53132400.0,0.0,11305
11305,1964,1534,53132400.0,0.0,11306
11306,2080,1115,53132400.0,0.0,11307
11307,1964,89,53132400.0,0.0,11308
11308,1701,1582,53132400.0,0.0,11309
11309,1933,840,53218800.0,0.0,11310
11310,2053,1640,53218800.0,0.0,11311
11311,1308,2104,53218800.0,0.0,11312
11312,1780,840,53218800.0,0.0,11313
11313,840,1933,53218800.0,0.0,11314
11314,2131,1887,53218800.0,0.0,11315
11315,145,1973,53218800.0,0.0,11316
11316,2125,2139,53218800.0,0.0,11317
11317,2140,2018,53218800.0,0.0,11318
11318,2072,211,53218800.0,0.0,11319
11319,2141,1520,53218800.0,0.0,11320
11320,317,2133,53218800.0,0.0,11321
11321,2133,317,53218800.0,0.0,11322
11322,1948,2142,53218800.0,0.0,11323
11323,2142,1948,53218800.0,0.0,11324
11324,1961,1640,53218800.0,0.0,11325
11325,840,1780,53218800.0,0.0,11326
11326,840,1227,53218800.0,0.0,11327
11327,1948,893,53218800.0,0.0,11328
11328,893,1948,53218800.0,0.0,11329
11329,1805,13,53218800.0,0.0,11330
11330,2139,2125,53218800.0,0.0,11331
11331,13,1805,53218800.0,0.0,11332
11332,1493,2137,53218800.0,0.0,11333
11333,2143,2063,53218800.0,0.0,11334
11334,2144,893,53218800.0,0.0,11335
11335,1640,1961,53218800.0,0.0,11336
11336,2133,1913,53218800.0,0.0,11337
11337,2137,1493,53218800.0,0.0,11338
11338,2104,2121,53218800.0,0.0,11339
11339,2121,2104,53218800.0,0.0,11340
11340,1227,840,53218800.0,0.0,11341
11341,1640,2053,53218800.0,0.0,11342
11342,1549,2072,53305200.0,0.0,11343
11343,2145,1780,53305200.0,0.0,11344
11344,2145,1947,53305200.0,0.0,11345
11345,1780,2145,53305200.0,0.0,11346
11346,2018,2140,53305200.0,0.0,11347
11347,1796,2008,53305200.0,0.0,11348
11348,2016,438,53305200.0,0.0,11349
11349,2145,1964,53305200.0,0.0,11350
11350,438,2016,53305200.0,0.0,11351
11351,2140,1780,53305200.0,0.0,11352
11352,1701,1204,53305200.0,0.0,11353
11353,2072,1549,53305200.0,0.0,11354
11354,1492,2139,53305200.0,0.0,11355
11355,840,960,53305200.0,0.0,11356
11356,1947,2145,53305200.0,0.0,11357
11357,19,2133,53305200.0,0.0,11358
11358,2008,1796,53305200.0,0.0,11359
11359,2041,1936,53305200.0,0.0,11360
11360,1204,1701,53305200.0,0.0,11361
11361,1308,1972,53305200.0,0.0,11362
11362,1972,1308,53305200.0,0.0,11363
11363,2133,19,53305200.0,0.0,11364
11364,2146,2025,53305200.0,0.0,11365
11365,1967,2139,53305200.0,0.0,11366
11366,2139,1967,53305200.0,0.0,11367
11367,1724,1747,53305200.0,0.0,11368
11368,211,840,53305200.0,0.0,11369
11369,1949,1936,53305200.0,0.0,11370
11370,960,840,53305200.0,0.0,11371
11371,1964,2145,53305200.0,0.0,11372
11372,1964,1805,53305200.0,0.0,11373
11373,2085,18,53305200.0,0.0,11374
11374,1936,2041,53305200.0,0.0,11375
11375,1972,2147,53305200.0,0.0,11376
11376,840,211,53305200.0,0.0,11377
11377,2147,1972,53305200.0,0.0,11378
11378,1936,1949,53305200.0,0.0,11379
11379,1805,1964,53305200.0,0.0,11380
11380,2126,638,53391600.0,0.0,11381
11381,2148,2080,53391600.0,0.0,11382
11382,2068,2025,53391600.0,0.0,11383
11383,2149,317,53391600.0,0.0,11384
11384,317,2149,53391600.0,0.0,11385
11385,1736,1905,53391600.0,0.0,11386
11386,18,2085,53391600.0,0.0,11387
11387,1701,1125,53391600.0,0.0,11388
11388,1747,1724,53391600.0,0.0,11389
11389,1127,2079,53391600.0,0.0,11390
11390,1964,2075,53391600.0,0.0,11391
11391,2130,1923,53391600.0,0.0,11392
11392,1101,19,53391600.0,0.0,11393
11393,19,1471,53391600.0,0.0,11394
11394,2080,2148,53391600.0,0.0,11395
11395,2150,2,53391600.0,0.0,11396
11396,1125,1701,53391600.0,0.0,11397
11397,2151,2018,53391600.0,0.0,11398
11398,2079,1127,53391600.0,0.0,11399
11399,2152,1964,53391600.0,0.0,11400
11400,2150,1101,53391600.0,0.0,11401
11401,2075,1964,53391600.0,0.0,11402
11402,1765,2099,53478000.0,0.0,11403
11403,211,1651,53478000.0,0.0,11404
11404,1893,1835,53478000.0,0.0,11405
11405,1651,211,53478000.0,0.0,11406
11406,211,2114,53478000.0,0.0,11407
11407,1101,1949,53478000.0,0.0,11408
11408,2126,13,53478000.0,0.0,11409
11409,1964,1835,53478000.0,0.0,11410
11410,2025,2099,53478000.0,0.0,11411
11411,2103,1493,53478000.0,0.0,11412
11412,1835,1893,53478000.0,0.0,11413
11413,1737,1736,53478000.0,0.0,11414
11414,1936,1932,53478000.0,0.0,11415
11415,1736,1737,53478000.0,0.0,11416
11416,1413,1964,53478000.0,0.0,11417
11417,2152,1936,53478000.0,0.0,11418
11418,2121,1991,53478000.0,0.0,11419
11419,1936,2152,53478000.0,0.0,11420
11420,1964,1413,53478000.0,0.0,11421
11421,1493,2103,53478000.0,0.0,11422
11422,1733,89,53478000.0,0.0,11423
11423,1032,2153,53478000.0,0.0,11424
11424,2153,1032,53478000.0,0.0,11425
11425,2063,2143,53478000.0,0.0,11426
11426,2099,1765,53478000.0,0.0,11427
11427,1229,1932,53478000.0,0.0,11428
11428,260,1549,53478000.0,0.0,11429
11429,1932,1229,53478000.0,0.0,11430
11430,2099,458,53564400.0,0.0,11431
11431,2146,2063,53564400.0,0.0,11432
11432,2063,2146,53564400.0,0.0,11433
11433,1493,2113,53564400.0,0.0,11434
11434,2146,1528,53564400.0,0.0,11435
11435,128,1991,53564400.0,0.0,11436
11436,438,1736,53564400.0,0.0,11437
11437,2109,211,53564400.0,0.0,11438
11438,211,2109,53564400.0,0.0,11439
11439,1528,2146,53564400.0,0.0,11440
11440,211,1956,53564400.0,0.0,11441
11441,1684,880,53564400.0,0.0,11442
11442,1736,438,53564400.0,0.0,11443
11443,2154,1127,53650800.0,0.0,11444
11444,1964,1869,53650800.0,0.0,11445
11445,1869,1964,53650800.0,0.0,11446
11446,699,873,53650800.0,0.0,11447
11447,2126,2109,53650800.0,0.0,11448
11448,638,1101,53650800.0,0.0,11449
11449,458,2099,53650800.0,0.0,11450
11450,1765,638,53650800.0,0.0,11451
11451,1438,1439,53650800.0,0.0,11452
11452,2126,2152,53650800.0,0.0,11453
11453,499,840,53650800.0,0.0,11454
11454,2113,211,53650800.0,0.0,11455
11455,190,2013,53650800.0,0.0,11456
11456,1412,1306,53650800.0,0.0,11457
11457,638,1413,53650800.0,0.0,11458
11458,638,295,53650800.0,0.0,11459
11459,295,638,53650800.0,0.0,11460
11460,840,499,53650800.0,0.0,11461
11461,638,1765,53650800.0,0.0,11462
11462,211,2113,53650800.0,0.0,11463
11463,1413,638,53650800.0,0.0,11464
11464,1949,798,53650800.0,0.0,11465
11465,1412,1493,53650800.0,0.0,11466
11466,2155,2075,53737200.0,0.0,11467
11467,2025,2152,53737200.0,0.0,11468
11468,2082,2085,53737200.0,0.0,11469
11469,2135,638,53737200.0,0.0,11470
11470,2113,1493,53737200.0,0.0,11471
11471,253,840,53737200.0,0.0,11472
11472,2025,2137,53737200.0,0.0,11473
11473,2,638,53737200.0,0.0,11474
11474,1719,1805,53737200.0,0.0,11475
11475,1805,1719,53737200.0,0.0,11476
11476,638,2,53737200.0,0.0,11477
11477,2156,1736,53737200.0,0.0,11478
11478,1453,2113,53737200.0,0.0,11479
11479,2113,1453,53737200.0,0.0,11480
11480,2075,2155,53737200.0,0.0,11481
11481,2085,2082,53737200.0,0.0,11482
11482,1964,1467,53737200.0,0.0,11483
11483,1823,2131,53737200.0,0.0,11484
11484,840,253,53737200.0,0.0,11485
11485,2016,1964,53737200.0,0.0,11486
11486,1736,2156,53737200.0,0.0,11487
11487,2157,2131,53737200.0,1.0,11488
11488,211,2119,53737200.0,0.0,11489
11489,2025,1849,53737200.0,0.0,11490
11490,1453,1101,53737200.0,1.0,11491
11491,1856,2131,53737200.0,1.0,11492
11492,2137,2025,53737200.0,0.0,11493
11493,1849,2025,53737200.0,0.0,11494
11494,1964,2016,53737200.0,0.0,11495
11495,1280,1887,53823600.0,0.0,11496
11496,2013,190,53823600.0,0.0,11497
11497,1111,1805,53823600.0,0.0,11498
11498,1840,1229,53823600.0,0.0,11499
11499,1913,1099,53823600.0,0.0,11500
11500,1913,1869,53823600.0,0.0,11501
11501,1835,1306,53823600.0,0.0,11502
11502,2096,2138,53823600.0,0.0,11503
11503,1229,1840,53823600.0,0.0,11504
11504,18,1805,53823600.0,0.0,11505
11505,1805,1111,53823600.0,0.0,11506
11506,1471,19,53823600.0,0.0,11507
11507,2079,1534,53823600.0,0.0,11508
11508,2126,2131,53823600.0,0.0,11509
11509,2062,1913,53823600.0,0.0,11510
11510,1306,1835,53823600.0,0.0,11511
11511,1805,18,53823600.0,0.0,11512
11512,1913,2062,53823600.0,0.0,11513
11513,211,1991,53823600.0,0.0,11514
11514,2146,1719,53910000.0,0.0,11515
11515,13,2,53910000.0,0.0,11516
11516,1719,2146,53910000.0,0.0,11517
11517,222,1956,53910000.0,0.0,11518
11518,2025,456,53910000.0,0.0,11519
11519,2135,456,53910000.0,0.0,11520
11520,1534,2079,53910000.0,0.0,11521
11521,2041,1756,53910000.0,0.0,11522
11522,2158,2,53910000.0,0.0,11523
11523,1756,2041,53910000.0,0.0,11524
11524,2159,1690,53910000.0,0.0,11525
11525,2,13,53910000.0,0.0,11526
11526,2,1493,53910000.0,0.0,11527
11527,1690,2159,53910000.0,0.0,11528
11528,2,2023,53910000.0,0.0,11529
11529,1493,2,53910000.0,0.0,11530
11530,2,2158,53910000.0,0.0,11531
11531,1322,2109,53910000.0,0.0,11532
11532,62,1493,53910000.0,0.0,11533
11533,186,1111,53910000.0,0.0,11534
11534,1111,186,53910000.0,0.0,11535
11535,1871,1229,53910000.0,0.0,11536
11536,392,1467,53910000.0,0.0,11537
11537,456,2025,53910000.0,0.0,11538
11538,2109,1322,53910000.0,0.0,11539
11539,1936,1482,53910000.0,0.0,11540
11540,2152,1493,53996400.0,0.0,11541
11541,1493,2152,53996400.0,0.0,11542
11542,2025,190,53996400.0,0.0,11543
11543,2079,1979,53996400.0,0.0,11544
11544,1227,367,53996400.0,0.0,11545
11545,1272,1227,53996400.0,0.0,11546
11546,367,1227,53996400.0,0.0,11547
11547,1736,2023,53996400.0,0.0,11548
11548,1410,1227,53996400.0,0.0,11549
11549,1272,1869,53996400.0,0.0,11550
11550,1127,2154,53996400.0,0.0,11551
11551,2135,2143,53996400.0,0.0,11552
11552,1979,2079,53996400.0,0.0,11553
11553,2023,1736,53996400.0,0.0,11554
11554,1101,1855,53996400.0,0.0,11555
11555,1358,232,54082800.0,0.0,11556
11556,1733,1581,54082800.0,0.0,11557
11557,1922,2109,54082800.0,0.0,11558
11558,1482,1,54082800.0,0.0,11559
11559,2025,2109,54082800.0,0.0,11560
11560,456,1549,54082800.0,0.0,11561
11561,456,1467,54082800.0,0.0,11562
11562,89,2,54082800.0,0.0,11563
11563,456,2137,54082800.0,0.0,11564
11564,1918,2079,54082800.0,0.0,11565
11565,1961,2160,54082800.0,0.0,11566
11566,1467,456,54082800.0,0.0,11567
11567,1465,2096,54082800.0,0.0,11568
11568,253,1897,54082800.0,0.0,11569
11569,2109,2025,54082800.0,0.0,11570
11570,2161,2018,54082800.0,0.0,11571
11571,2138,2096,54082800.0,0.0,11572
11572,211,1756,54082800.0,0.0,11573
11573,1964,2162,54082800.0,0.0,11574
11574,2109,1922,54082800.0,0.0,11575
11575,2025,735,54082800.0,0.0,11576
11576,1581,2160,54082800.0,0.0,11577
11577,735,2025,54082800.0,0.0,11578
11578,2,89,54082800.0,0.0,11579
11579,2160,1961,54082800.0,0.0,11580
11580,1581,1831,54082800.0,0.0,11581
11581,1831,1581,54082800.0,0.0,11582
11582,2018,2161,54082800.0,0.0,11583
11583,1596,2077,54082800.0,0.0,11584
11584,2096,456,54082800.0,0.0,11585
11585,1549,456,54082800.0,0.0,11586
11586,2137,456,54082800.0,0.0,11587
11587,2162,1964,54082800.0,0.0,11588
11588,2160,1581,54082800.0,0.0,11589
11589,1897,253,54082800.0,0.0,11590
11590,1581,1733,54082800.0,0.0,11591
11591,2163,2096,54082800.0,0.0,11592
11592,19,1101,54082800.0,0.0,11593
11593,2162,636,54169200.0,0.0,11594
11594,636,2162,54169200.0,0.0,11595
11595,1972,1808,54169200.0,0.0,11596
11596,2079,1918,54169200.0,0.0,11597
11597,2023,1306,54169200.0,0.0,11598
11598,1229,2158,54169200.0,0.0,11599
11599,2158,1229,54169200.0,0.0,11600
11600,253,1549,54169200.0,0.0,11601
11601,2096,2163,54169200.0,0.0,11602
11602,2,1272,54169200.0,0.0,11603
11603,1871,1855,54169200.0,0.0,11604
11604,1549,253,54169200.0,0.0,11605
11605,335,1918,54169200.0,0.0,11606
11606,2077,1596,54169200.0,0.0,11607
11607,2018,2164,54169200.0,0.0,11608
11608,2126,2165,54255600.0,0.0,11609
11609,6,2096,54255600.0,0.0,11610
11610,2025,1272,54255600.0,0.0,11611
11611,2162,2133,54255600.0,0.0,11612
11612,2137,1805,54255600.0,0.0,11613
11613,2135,2166,54255600.0,0.0,11614
11614,2167,1805,54255600.0,0.0,11615
11615,2096,6,54255600.0,0.0,11616
11616,1805,2167,54255600.0,0.0,11617
11617,1805,2137,54255600.0,0.0,11618
11618,2137,873,54342000.0,0.0,11619
11619,2168,1520,54342000.0,0.0,11620
11620,1190,1964,54342000.0,0.0,11621
